#,After Over Runs,Ball Number,Batsman Changed,Batsman Score,Deliveries Faced,Boundries,Extra Type,Innings,Is Free Hit,Runs Conceded,Outcome of Delivery,OutcomeCategory,Over Number,Partnership,Partnership Deliveries,PartnershipStage,Partneship Runs,Power Play,Previous Over Runs,Stage,Runs in the over,Wicket in the Same Over,Wickets,Gendar,Type,Outcome of Delivery - PLS,Batsman - Boundries - Cat,Batsman - Deliveries Faced - Cat,Batsman - Score - CAT,Batsman - Strike Rate,Batsman Strike Rate - Cat,Bolwer - Runs Conceded- Cat,Bowler - Economy,Bowler - Economy - Cat,Bowler - Wickets-Cat,Bowler Overs,Partnership Deliveries - Cat,Partnership Runs - Cat,Partnership Strike Rate,Partnership Strike Rate - Cat,Previous Over Runs - Cat,Runs in the Over - Cat
105,14,3,"",5,3,1,Wide,2,"",5,4,High Impact,4,4,4,Tailend,4,Yes,19,PowerPlay,4,Yes,2,Male,Franchaise,4,Low,Low,Low,166.6666667,Medium,Low,2.5,Low,Low,2,Low,Low,100,Low,High,Low
106,12,5,"",0,1,0,Wide,2,"",39,W,Negative,17,7,6,MiddleOrder,14,No,4,EndOvers,14,Yes,0,Male,Franchaise,-1,Low,Low,Low,0,Low,High,13,High,No Wickets,3,Low,Low,233.3333333,High,Low,High
107,0,4,"",39,23,5,Wide,2,"",42,1,Less Impact,18,8,5,MiddleOrder,11,No,14,EndOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Middle,169.5652174,Medium,High,10.5,High,No Wickets,4,Low,Low,220,High,High,High
108,11,2,"",6,11,0,Wide,1,"",4,0,No Impact,5,2,10,Frontline,9,Yes,5,PowerPlay,4,No,0,Male,Franchaise,0,Low,Medium,Low,54.54545455,Low,Low,4,Low,No Wickets,1,Low,Low,90,Low,Low,Low
109,10,5,"",34,33,3,Wide,1,"",11,1,Less Impact,13,2,58,Frontline,78,No,10,MiddleOvers,7,No,0,Male,Franchaise,1,Medium,Medium,Middle,103.030303,Medium,Medium,5.5,Low,No Wickets,2,High,High,134.4827586,Medium,Medium,Medium
110,11,4,"",7,5,1,Wide,2,"",7,1,Less Impact,2,1,11,Frontline,14,Yes,8,PowerPlay,6,No,0,Male,Franchaise,1,Low,Low,Low,140,Medium,Low,7,Medium,No Wickets,1,Low,Low,127.2727273,Medium,Medium,Low
111,12,6,"",38,24,5,Wide,1,"",10,1,Less Impact,8,2,38,Frontline,53,No,14,MiddleOvers,10,No,0,Male,Franchaise,1,Medium,Medium,Middle,158.3333333,Medium,Low,10,Medium,No Wickets,1,Medium,Medium,139.4736842,Medium,High,Medium
112,13,6,"",16,10,2,Wide,1,"",37,4,High Impact,16,3,17,Frontline,46,No,14,EndOvers,14,No,0,Male,Franchaise,4,Medium,Low,Low,160,Medium,High,12.33333333,High,No Wickets,3,Low,Medium,270.5882353,High,High,High
113,,4,"",41,22,7,Wide,1,"",39,6,High Impact,20,4,11,Tailend,20,No,7,EndOvers,13,No,2,Male,Franchaise,6,High,Medium,Middle,186.3636364,High,High,9.75,Medium,Low,4,Low,Low,181.8181818,High,Medium,High
114,7,3,"",8,3,2,Wide,2,"",9,0,No Impact,1,2,3,Frontline,9,Yes,,PowerPlay,9,Yes,1,Male,Franchaise,0,Medium,Low,Low,266.6666667,High,Low,9,Medium,Low,1,Low,Low,300,High,,Medium
115,16,3,"",0,0,0,Wide,2,"",22,1,Less Impact,3,3,0,Frontline,0,Yes,7,PowerPlay,12,Yes,2,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,11,High,Low,2,Low,Low,NaN,Low,Medium,High
116,8,1,"",15,10,3,Wide,2,"",16,0,No Impact,4,4,6,Tailend,17,Yes,13,PowerPlay,16,No,0,Male,Franchaise,0,Medium,Low,Low,150,Medium,Medium,16,High,No Wickets,1,Low,Low,283.3333333,High,High,High
117,11,2,"",3,2,0,Wide,2,"",28,4,High Impact,17,8,3,MiddleOrder,4,Yes,11,EndOvers,6,Yes,3,Male,Franchaise,4,Low,Low,Low,150,Medium,Medium,9.333333333,Medium,,3,Low,Low,133.3333333,Medium,High,Low
118,5,5,"",4,4,1,No,1,"",8,0,No Impact,8,3,3,Frontline,7,No,4,MiddleOvers,8,Yes,1,Male,Franchaise,0,Low,Low,Low,100,Low,Low,8,Medium,Low,1,Low,Low,233.3333333,High,Low,Medium
119,5,3,"",40,19,6,Wide,1,"",29,1,Less Impact,13,3,33,Frontline,66,No,10,MiddleOvers,17,No,0,Male,Franchaise,1,High,Medium,Middle,210.5263158,High,Medium,14.5,High,No Wickets,2,Medium,Medium,200,High,Medium,High
120,14,5,"",6,4,0,Wide,1,"",32,0,No Impact,18,7,8,MiddleOrder,20,No,21,EndOvers,9,No,0,Male,Franchaise,0,Low,Low,Low,150,Medium,High,10.66666667,High,No Wickets,3,Low,Low,250,High,High,Medium
121,12,6,"",23,16,3,Wide,2,"",18,W,Negative,4,1,23,Frontline,41,Yes,8,PowerPlay,12,No,0,Male,Franchaise,-1,Medium,Medium,Middle,143.75,Medium,Medium,9,Medium,No Wickets,2,Low,Medium,178.2608696,High,Medium,High
122,5,2,"",0,1,0,Wide,2,"",15,0,No Impact,7,4,1,Tailend,0,No,3,MiddleOvers,3,Yes,1,Male,Franchaise,0,Low,Low,Low,0,Low,Medium,7.5,Medium,Low,2,Low,Low,0,Low,Low,Low
123,3,1,"",2,7,0,Wide,2,"",3,2,Medium Impact,12,8,6,MiddleOrder,3,No,4,MiddleOvers,3,No,0,Male,Franchaise,2,Low,Low,Low,28.57142857,Low,Low,3,Low,No Wickets,1,Low,Low,50,Low,Low,Low
124,14,5,"",5,6,1,Wide,1,"",5,1,Less Impact,4,4,9,Tailend,10,Yes,5,PowerPlay,5,No,0,Male,Franchaise,1,Low,Low,Low,83.33333333,Low,Low,2.5,Low,No Wickets,2,Low,Low,111.1111111,Medium,Low,Low
125,14,4,"",22,14,3,Wide,1,"",18,2,Medium Impact,6,4,21,Tailend,27,Yes,14,PowerPlay,12,No,0,Male,Franchaise,2,Medium,Medium,Middle,157.1428571,Medium,Medium,6,Low,No Wickets,3,Low,Low,128.5714286,Medium,High,High
126,5,1,"",50,28,7,Wide,1,"",18,W,Negative,10,4,45,Tailend,72,Yes,11,MiddleOvers,10,No,0,Male,Franchaise,-1,High,Medium,Middle,178.5714286,High,Medium,9,Medium,No Wickets,2,Medium,Medium,160,Medium,High,Medium
127,5,5,"",1,2,0,Wide,1,"",18,1,Less Impact,11,5,5,Tailend,4,No,10,MiddleOvers,4,No,0,Male,Franchaise,1,Low,Low,Low,50,Low,Medium,9,Medium,No Wickets,2,Low,Low,80,Low,Medium,Low
128,9,6,"",31,30,4,Wide,1,"",21,1,Less Impact,12,5,11,Tailend,9,No,5,MiddleOvers,4,No,1,Male,Franchaise,1,Medium,Medium,Middle,103.3333333,Medium,Medium,7,Medium,Low,3,Low,Low,81.81818182,Low,Low,Low
129,3,6,"",9,8,1,Wide,1,"",27,1,Less Impact,13,5,11,Tailend,13,No,5,MiddleOvers,8,No,0,Male,Franchaise,1,Low,Low,Low,112.5,Medium,Medium,9,Medium,No Wickets,3,Low,Low,118.1818182,Medium,Low,Medium
130,8,3,"",28,18,4,Wide,1,"",45,1,Less Impact,15,5,23,Tailend,34,No,3,EndOvers,17,No,0,Male,Franchaise,1,Medium,Medium,Middle,155.5555556,Medium,High,11.25,High,No Wickets,4,Low,Low,147.826087,Medium,Low,High
131,11,1,"",4,3,1,Wide,2,"",6,0,No Impact,1,1,5,Frontline,6,Yes,,PowerPlay,6,No,0,Male,Franchaise,0,Low,Low,Low,133.3333333,Medium,Low,6,Low,No Wickets,1,Low,Low,120,Medium,,Low
132,11,6,"",37,25,8,Wide,2,"",21,0,No Impact,6,2,7,Frontline,15,Yes,4,PowerPlay,13,No,0,Male,Franchaise,0,High,Medium,Middle,148,Medium,Medium,10.5,High,No Wickets,2,Low,Low,214.2857143,High,Low,High
133,5,4,"",6,5,1,Wide,2,"",15,W,Negative,7,2,13,Frontline,26,No,13,MiddleOvers,11,No,1,Male,Franchaise,-1,Low,Low,Low,120,Medium,Medium,7.5,Medium,Low,2,Low,Low,200,High,High,High
134,9,1,"",51,38,9,Wide,2,"",12,1,Less Impact,11,5,4,Tailend,5,No,3,MiddleOvers,6,Yes,1,Male,Franchaise,1,High,Medium,High,134.2105263,Medium,Medium,6,Low,Low,2,Low,Low,125,Medium,Low,Low
135,8,2,"",1,2,0,Wide,2,"",18,1,Less Impact,15,7,4,MiddleOrder,3,No,7,EndOvers,3,Yes,3,Male,Franchaise,1,Low,Low,Low,50,Low,Medium,6,Low,,3,Low,Low,75,Low,Medium,Low
136,8,5,"",0,0,0,Wide,1,"",3,4,High Impact,5,3,0,Frontline,0,Yes,16,PowerPlay,4,Yes,1,Male,Franchaise,4,Low,Low,Low,NaN,Low,Low,3,Low,Low,1,Low,Low,NaN,Low,High,Low
137,6,4,"",5,4,1,No,1,"",14,1,Less Impact,6,4,4,Tailend,7,Yes,8,PowerPlay,7,Yes,1,Male,Franchaise,1,Low,Low,Low,125,Medium,Medium,7,Medium,Low,2,Low,Low,175,Medium,Medium,Medium
138,12,3,"",76,45,11,Wide,1,"",31,1,Less Impact,17,5,48,Tailend,87,No,13,EndOvers,15,No,1,Male,Franchaise,1,High,High,High,168.8888889,Medium,High,10.33333333,High,Low,3,Medium,High,181.25,High,High,High
139,12,5,"",67,35,11,Wide,2,"",30,1,Less Impact,17,4,58,Tailend,101,No,15,EndOvers,10,No,1,Male,Franchaise,1,High,Medium,High,191.4285714,High,Medium,10,Medium,Low,3,High,High,174.137931,Medium,High,Medium
140,12,5,"",13,6,3,Wide,2,"",21,4,High Impact,3,1,17,Frontline,28,Yes,9,PowerPlay,8,No,0,Male,Franchaise,4,Medium,Low,Low,216.6666667,High,Medium,10.5,High,No Wickets,2,Low,Low,164.7058824,Medium,Medium,Medium
141,8,4,"",21,10,5,Wide,2,"",10,2,Medium Impact,4,1,23,Frontline,42,Yes,12,PowerPlay,10,No,0,Male,Franchaise,2,Medium,Low,Middle,210,High,Low,10,Medium,No Wickets,1,Low,Medium,182.6086957,High,High,Medium
142,7,3,"",1,2,0,Wide,2,"",20,2,Medium Impact,15,6,4,Tailend,5,No,6,EndOvers,5,Yes,1,Male,Franchaise,2,Low,Low,Low,50,Low,Medium,5,Low,Low,4,Low,Low,125,Medium,Low,Low
143,7,4,"",10,5,1,No,2,"",22,0,No Impact,16,6,10,Tailend,17,No,7,EndOvers,10,No,0,Male,Franchaise,0,Low,Low,Low,200,High,Medium,11,High,No Wickets,2,Low,Low,170,Medium,Medium,Medium
144,7,3,"",1,1,0,Wide,2,"",18,4,High Impact,19,8,2,MiddleOrder,2,No,7,EndOvers,5,Yes,3,Male,Franchaise,4,Low,Low,Low,100,Low,Medium,4.5,Low,,4,Low,Low,100,Low,Medium,Low
145,6,3,"",42,19,6,Wide,1,"",19,4,High Impact,15,8,32,MiddleOrder,59,No,16,EndOvers,10,No,0,Male,Franchaise,4,High,Medium,Middle,221.0526316,High,Medium,6.333333333,Medium,No Wickets,3,Medium,Medium,184.375,High,High,Medium
146,5,3,"",0,1,'-,No,1,"",29,0,No Impact,17,10,0,MiddleOrder,0,No,6,EndOvers,6,Yes,1,Male,Franchaise,0,High,Low,Low,0,Low,Medium,7.25,Medium,Low,4,Low,Low,NaN,Low,Low,Low
147,5,5,"",19,12,3,Wide,1,"",16,1,Less Impact,9,6,4,Tailend,4,No,14,MiddleOvers,4,Yes,2,Female,Franchaise,1,Medium,Medium,Low,158.3333333,Medium,Medium,5.333333333,Low,Low,3,Low,Low,100,Low,High,Low
148,8,2,"",16,10,3,Wide,1,"",6,4,High Impact,12,6,22,Tailend,27,No,11,MiddleOvers,6,No,0,Female,Franchaise,4,Medium,Low,Low,160,Medium,Low,6,Low,No Wickets,1,Low,Low,122.7272727,Medium,High,Low
149,8,1,"",1,1,0,Wide,1,"",19,1,Less Impact,14,8,2,MiddleOrder,2,No,8,MiddleOvers,4,Yes,3,Female,Franchaise,1,Low,Low,Low,100,Low,Medium,6.333333333,Medium,,3,Low,Low,100,Low,Medium,Low
150,7,3,"",49,30,7,Wide,1,"",31,1,Less Impact,14,4,7,Tailend,15,No,9,MiddleOvers,13,No,0,Male,Franchaise,1,High,Medium,Middle,163.3333333,Medium,High,10.33333333,High,No Wickets,3,Low,Low,214.2857143,High,Medium,High
151,7,3,"",9,5,1,Wide,1,"",15,1,Less Impact,15,5,1,Tailend,1,No,14,EndOvers,6,Yes,2,Male,Franchaise,1,Low,Low,Low,180,High,Medium,7.5,Medium,Low,2,Low,Low,100,Low,High,Low
152,5,3,"",1,3,0,Wide,1,"",24,1,Less Impact,16,6,3,Tailend,2,No,7,EndOvers,6,Yes,2,Male,Franchaise,1,Low,Low,Low,33.33333333,Low,Medium,8,Medium,Low,3,Low,Low,66.66666667,Low,Medium,Low
153,6,4,"",2,5,0,Wide,2,"",3,0,No Impact,2,1,11,Frontline,11,Yes,8,PowerPlay,3,No,0,Male,Franchaise,0,Low,Low,Low,40,Low,Low,3,Low,No Wickets,1,Low,Low,100,Low,Medium,Low
154,8,5,"",23,17,3,Wide,2,"",8,0,No Impact,2,1,44,Frontline,47,Yes,7,PowerPlay,8,No,0,Male,Franchaise,0,Medium,Medium,Middle,135.2941176,Medium,Low,8,Medium,No Wickets,1,Medium,Medium,106.8181818,Medium,Medium,Medium
155,16,3,"",11,7,1,Wide,1,"",18,0,No Impact,4,1,23,Frontline,29,Yes,6,PowerPlay,11,No,0,Female,Franchaise,0,Low,Low,Low,157.1428571,Medium,Medium,9,Medium,No Wickets,2,Low,Low,126.0869565,Medium,Low,High
156,8,3,"",43,25,9,Wide,1,"",8,1,Less Impact,7,2,2,Frontline,3,No,17,MiddleOvers,8,Yes,1,Female,Franchaise,1,High,Medium,Middle,172,Medium,Low,8,Medium,Low,1,Low,Low,150,Medium,High,Medium
157,8,4,"",53,33,10,Wide,1,"",8,1,Less Impact,8,2,8,Frontline,10,No,9,MiddleOvers,7,No,0,Female,Franchaise,1,High,Medium,High,160.6060606,Medium,Low,8,Medium,No Wickets,1,Low,Low,125,Medium,Medium,Medium
158,3,3,"",8,6,1,Wide,1,"",30,1,Less Impact,14,4,14,Tailend,29,No,10,MiddleOvers,12,No,1,Female,Franchaise,1,Low,Low,Low,133.3333333,Medium,Medium,10,Medium,Low,3,Low,Low,207.1428571,High,Medium,High
159,7,2,"",1,1,0,Wide,1,"",7,0,No Impact,6,5,2,Tailend,2,Yes,2,PowerPlay,4,Yes,2,Male,Franchaise,0,Low,Low,Low,100,Low,Low,3.5,Low,Low,2,Low,Low,100,Low,Low,Low
160,16,3,"",16,18,1,Wide,1,"",5,0,No Impact,8,5,14,Tailend,14,No,7,MiddleOvers,5,No,0,Male,Franchaise,0,Low,Medium,Low,88.88888889,Low,Low,5,Low,No Wickets,1,Low,Low,100,Low,Medium,Low
161,9,4,"",24,17,2,Wide,1,"",13,4,High Impact,12,5,38,Tailend,56,No,12,MiddleOvers,9,No,0,Male,Franchaise,4,Medium,Medium,Middle,141.1764706,Medium,Medium,6.5,Medium,No Wickets,2,Medium,Medium,147.3684211,Medium,High,Medium
162,18,3,"",2,3,0,Wide,2,"",7,4,High Impact,1,2,3,Frontline,7,Yes,,PowerPlay,7,Yes,1,Male,Franchaise,4,Low,Low,Low,66.66666667,Low,Low,7,Medium,Low,1,Low,Low,233.3333333,High,,Medium
163,4,4,"",16,7,3,Wide,2,"",12,2,Medium Impact,2,2,9,Frontline,27,Yes,11,PowerPlay,16,No,0,Male,Franchaise,2,Medium,Low,Low,228.5714286,High,Medium,12,High,No Wickets,1,Low,Low,300,High,High,High
164,12,6,"",12,6,2,Wide,2,"",18,0,No Impact,4,2,21,Frontline,49,Yes,4,PowerPlay,18,No,0,Male,Franchaise,0,Medium,Low,Low,200,High,Medium,18,High,No Wickets,1,Low,Medium,233.3333333,High,Low,High
165,14,6,Yes,6,1,0,No,2,Yes,6,6,High Impact,5,3,2,Frontline,5,Yes,18,PowerPlay,6,Yes,1,Male,Franchaise,6,Low,Low,Low,600,High,Low,6,Low,Low,1,Low,Low,250,High,High,Low
166,19,2,"",43,22,6,Wide,2,"",27,1,Less Impact,6,3,8,Frontline,25,Yes,12,PowerPlay,13,No,0,Male,Franchaise,1,High,Medium,Middle,195.4545455,High,Medium,13.5,High,No Wickets,2,Low,Low,312.5,High,High,High
167,16,2,"",26,13,5,Wide,1,"",9,1,Less Impact,5,3,7,Frontline,10,Yes,4,PowerPlay,9,No,0,Male,Franchaise,1,Medium,Medium,Middle,200,High,Low,9,Medium,No Wickets,1,Low,Low,142.8571429,Medium,Low,Medium
168,10,3,"",13,6,2,Wide,1,"",42,1,Less Impact,19,7,8,MiddleOrder,22,No,9,EndOvers,17,No,1,Male,Franchaise,1,Medium,Low,Low,216.6666667,High,High,10.5,High,Low,4,Low,Low,275,High,Medium,High
169,5,2,"",4,2,1,Wide,2,"",10,0,No Impact,1,1,5,Frontline,10,Yes,,PowerPlay,10,No,0,Male,Franchaise,0,Low,Low,Low,200,High,Low,10,Medium,No Wickets,1,Low,Low,200,High,,Medium
170,2,4,"",4,5,0,Wide,2,"",4,W,Negative,7,3,11,Frontline,10,No,6,MiddleOvers,5,No,0,Male,Franchaise,-1,Low,Low,Low,80,Low,Low,4,Low,No Wickets,1,Low,Low,90.90909091,Low,Low,Low
171,6,3,"",33,31,5,Wide,2,"",23,1,Less Impact,12,6,12,Tailend,16,No,3,MiddleOvers,12,No,1,Male,Franchaise,1,Medium,Medium,Middle,106.4516129,Medium,Medium,11.5,High,Low,2,Low,Low,133.3333333,Medium,Low,High
172,11,2,"",27,23,1,Wide,2,"",36,1,Less Impact,19,6,54,Tailend,94,No,14,EndOvers,10,No,0,Male,Franchaise,1,Low,Medium,Middle,117.3913043,Medium,High,9,Medium,No Wickets,4,High,High,174.0740741,Medium,High,Medium
173,11,1,"",6,5,1,Wide,2,"",24,1,Less Impact,12,5,10,Tailend,12,No,1,MiddleOvers,11,No,0,Female,Franchaise,1,Low,Low,Low,120,Medium,Medium,12,High,No Wickets,2,Low,Low,120,Medium,Low,High
174,6,1,"",13,11,1,Wide,2,"",20,1,Less Impact,14,5,22,Tailend,30,No,11,MiddleOvers,7,No,0,Female,Franchaise,1,Low,Medium,Low,118.1818182,Medium,Medium,6.666666667,Medium,No Wickets,3,Low,Low,136.3636364,Medium,High,Medium
175,17,3,"",0,0,0,Wide,2,"",25,0,No Impact,17,6,0,Tailend,0,No,4,EndOvers,7,Yes,3,Female,Franchaise,0,Low,Low,Low,NaN,Low,Medium,25,High,,1,Low,Low,NaN,Low,Low,Medium
176,18,4,"",61,40,11,Wide,2,"",25,4,High Impact,18,6,6,Tailend,13,No,7,EndOvers,13,No,1,Female,Franchaise,4,High,Medium,High,152.5,Medium,Medium,25,High,Low,1,Low,Low,216.6666667,High,Medium,High
177,,4,"",89,49,15,Wide,2,"",13,1,Less Impact,20,6,18,Tailend,44,No,18,EndOvers,13,No,0,Female,Franchaise,1,High,High,High,181.6326531,High,Medium,13,High,No Wickets,1,Low,Medium,244.4444444,High,High,High
178,21,2,"",22,13,4,No,1,"",13,1,Less Impact,4,1,23,Frontline,42,Yes,14,PowerPlay,13,No,0,Male,Franchaise,1,Medium,Medium,Middle,169.2307692,Medium,Medium,13,High,No Wickets,1,Low,Medium,182.6086957,High,High,High
179,3,4,"",19,11,3,No,1,"",20,1,Less Impact,5,1,29,Frontline,63,Yes,14,PowerPlay,20,No,0,Male,Franchaise,1,Medium,Medium,Low,172.7272727,Medium,Medium,20,High,No Wickets,1,Low,Medium,217.2413793,High,High,High
180,6,2,"",30,27,4,Wide,1,"",12,0,No Impact,10,1,59,Frontline,105,No,15,MiddleOvers,4,No,0,Male,Franchaise,0,Medium,Medium,Middle,111.1111111,Medium,Medium,6,Low,No Wickets,2,High,High,177.9661017,High,High,Low
181,8,4,"",30,11,5,Wide,1,"",38,1,Less Impact,15,3,15,Frontline,37,No,12,EndOvers,12,No,0,Male,Franchaise,1,Medium,Medium,Middle,272.7272727,High,High,9.5,Medium,No Wickets,4,Low,Low,246.6666667,High,High,High
182,8,6,"",0,5,0,Wide,2,"",1,W,Negative,1,1,5,Frontline,1,Yes,,PowerPlay,1,No,0,Male,Franchaise,-1,Low,Low,Low,0,Low,Low,1,Low,No Wickets,1,Low,Low,20,Low,,Low
183,0,4,"",6,8,1,Wide,2,"",8,0,No Impact,4,2,17,Frontline,18,Yes,2,PowerPlay,2,No,0,Male,Franchaise,0,Low,Low,Low,75,Low,Low,8,Medium,No Wickets,1,Low,Low,105.8823529,Medium,Low,Low
184,2,5,"",0,1,0,Wide,2,"",11,2,Medium Impact,6,5,1,Tailend,1,Yes,0,PowerPlay,2,Yes,1,Male,Franchaise,2,Low,Low,Low,0,Low,Medium,5.5,Low,Low,2,Low,Low,100,Low,Low,Low
185,8,5,"",20,17,3,Wide,2,"",22,1,Less Impact,12,5,37,Tailend,54,No,2,MiddleOvers,11,No,1,Male,Franchaise,1,Medium,Medium,Low,117.6470588,Medium,Medium,7.333333333,Medium,Low,3,Medium,Medium,145.9459459,Medium,Low,High
186,14,2,"",47,32,7,Wide,2,"",21,1,Less Impact,16,5,61,Tailend,109,No,10,EndOvers,18,No,1,Male,Franchaise,1,High,Medium,Middle,146.875,Medium,Medium,7,Medium,Low,3,High,High,178.6885246,High,Medium,High
187,17,2,"",5,9,0,Wide,1,"",6,1,Less Impact,9,2,16,Frontline,21,No,15,MiddleOvers,6,No,1,Male,Franchaise,1,Low,Low,Low,55.55555556,Low,Low,3,Low,Low,2,Low,Low,131.25,Medium,High,Low
188,15,2,"",1,1,0,Wide,1,"",12,1,Less Impact,11,3,2,Frontline,2,No,17,MiddleOvers,6,Yes,2,Male,Franchaise,1,Low,Low,Low,100,Low,Medium,4,Low,Low,3,Low,Low,100,Low,High,Low
189,9,3,"",61,36,10,Wide,1,"",25,1,Less Impact,13,3,14,Frontline,30,No,15,MiddleOvers,12,No,2,Male,Franchaise,1,High,Medium,High,169.4444444,Medium,Medium,6.25,Medium,Low,4,Low,Low,214.2857143,High,High,High
190,4,4,"",20,10,3,Wide,1,"",31,1,Less Impact,14,3,20,Frontline,38,No,13,MiddleOvers,8,No,0,Male,Franchaise,1,Medium,Low,Low,200,High,High,10.33333333,High,No Wickets,3,Low,Low,190,High,High,Medium
191,7,1,"",41,16,6,Wide,1,"",36,6,High Impact,16,3,32,Frontline,67,No,4,EndOvers,24,No,0,Male,Franchaise,6,High,Medium,Middle,256.25,High,High,12,High,No Wickets,3,Medium,Medium,209.375,High,Low,High
192,,4,"",11,8,1,Wide,1,"",48,W,Negative,20,5,2,Tailend,4,No,8,EndOvers,6,Yes,2,Male,Franchaise,-1,Low,Low,Low,137.5,Medium,High,12,High,Low,4,Low,Low,200,High,Medium,Low
193,10,6,"",27,13,5,Wide,2,"",12,4,High Impact,7,3,15,Frontline,34,No,20,MiddleOvers,12,No,0,Male,Franchaise,4,Medium,Medium,Middle,207.6923077,High,Medium,12,High,No Wickets,1,Low,Low,226.6666667,High,High,High
194,18,6,"",5,6,0,Wide,2,"",17,2,Medium Impact,13,5,10,Tailend,16,No,3,MiddleOvers,13,No,0,Male,Franchaise,2,Low,Low,Low,83.33333333,Low,Medium,8.5,Medium,No Wickets,2,Low,Low,160,Medium,Low,High
195,11,4,"",0,0,0,Wide,2,"",28,1,Less Impact,16,7,0,MiddleOrder,0,No,4,EndOvers,9,No,1,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,9.333333333,Medium,Low,3,Low,Low,NaN,Low,Low,Medium
196,21,6,"",0,0,0,Wide,2,"",33,0,No Impact,19,9,1,MiddleOrder,1,No,16,EndOvers,12,Yes,3,Male,Franchaise,0,Low,Low,Low,NaN,Low,High,8.25,Medium,,4,Low,Low,100,Low,High,High
197,8,3,"",19,12,4,Wide,1,"",7,0,No Impact,4,1,23,Frontline,33,Yes,6,PowerPlay,7,No,0,Female,Franchaise,0,Medium,Medium,Low,158.3333333,Medium,Low,7,Medium,No Wickets,1,Low,Low,143.4782609,Medium,Low,Medium
198,9,5,"",21,16,4,Wide,1,"",14,1,Less Impact,6,2,1,Frontline,2,Yes,8,PowerPlay,7,Yes,1,Female,Franchaise,1,Medium,Medium,Middle,131.25,Medium,Medium,7,Medium,Low,2,Low,Low,200,High,Medium,Medium
199,8,4,"",0,1,0,Wide,1,"",3,1,Less Impact,8,4,1,Tailend,0,No,9,MiddleOvers,2,Yes,1,Female,Franchaise,1,Low,Low,Low,0,Low,Low,3,Low,Low,1,Low,Low,0,Low,Medium,Low
200,9,6,No,15,9,3,No,1,Yes,10,0,No Impact,3,1,17,Frontline,30,Yes,10,PowerPlay,10,No,0,Female,Franchaise,0,Medium,Low,Low,166.6666667,Medium,Low,10,Medium,No Wickets,1,Low,Low,176.4705882,High,Medium,Medium
201,11,4,"",19,16,4,Wide,2,"",15,0,No Impact,5,2,6,Frontline,5,Yes,9,PowerPlay,5,No,0,Female,Franchaise,0,Medium,Medium,Low,118.75,Medium,Medium,7.5,Medium,No Wickets,2,Low,Low,83.33333333,Low,Medium,Low
202,12,3,"",20,17,2,No,2,"",17,1,Less Impact,10,3,6,Frontline,12,No,7,MiddleOvers,10,No,0,Female,Franchaise,1,Medium,Medium,Low,117.6470588,Medium,Medium,8.5,Medium,No Wickets,2,Low,Low,200,High,Medium,Medium
203,9,4,"",38,26,5,Wide,2,"",24,0,No Impact,13,3,24,Frontline,30,Yes,6,MiddleOvers,9,No,0,Female,Franchaise,0,Medium,Medium,Middle,146.1538462,Medium,Medium,8,Medium,No Wickets,3,Low,Low,125,Medium,Low,Medium
204,6,2,"",11,13,1,No,1,"",19,4,High Impact,9,3,5,Frontline,4,No,11,MiddleOvers,5,No,0,Female,Franchaise,4,Low,Medium,Low,84.61538462,Low,Medium,6.333333333,Medium,No Wickets,3,Low,Low,80,Low,High,Low
205,6,1,"",3,3,0,Wide,1,"",37,6,High Impact,17,5,8,Tailend,18,No,9,EndOvers,14,No,0,Female,Franchaise,6,Low,Low,Low,100,Low,High,9.25,Medium,No Wickets,4,Low,Low,225,High,Medium,High
206,11,3,"",3,4,0,Wide,2,"",9,0,No Impact,1,1,5,Frontline,9,Yes,,PowerPlay,9,No,0,Female,Franchaise,0,Low,Low,Low,75,Low,Low,9,Medium,No Wickets,1,Low,Low,180,High,,Medium
207,6,6,"",21,17,3,Wide,2,"",11,1,Less Impact,10,2,27,Frontline,26,No,8,MiddleOvers,7,No,0,Female,Franchaise,1,Medium,Medium,Middle,123.5294118,Medium,Medium,5.5,Low,No Wickets,2,Low,Low,96.2962963,Low,Medium,Medium
208,8,6,"",28,16,4,Wide,1,"",24,1,Less Impact,6,1,35,Frontline,66,Yes,11,PowerPlay,7,No,0,Male,Franchaise,1,Medium,Medium,Middle,175,Medium,Medium,12,High,No Wickets,2,Medium,Medium,188.5714286,High,High,Medium
209,17,5,"",56,27,8,Wide,1,"",25,6,High Impact,11,1,65,Frontline,122,No,15,MiddleOvers,12,No,0,Male,Franchaise,6,High,Medium,High,207.4074074,High,Medium,12.5,High,No Wickets,2,High,High,187.6923077,High,High,High
210,12,1,"",84,48,14,Wide,1,"",29,2,Medium Impact,14,2,2,Frontline,1,No,15,MiddleOvers,3,Yes,1,Male,Franchaise,2,High,High,High,175,Medium,Medium,9.66666667,Medium,Low,3,Low,Low,50,Low,High,Low
211,15,3,"",0,2,0,Wide,2,"",6,4,High Impact,4,2,6,Frontline,8,Yes,14,PowerPlay,8,No,0,Male,Franchaise,4,Low,Low,Low,0,Low,Low,6,Low,No Wickets,1,Low,Low,133.3333333,Medium,High,Medium
